Costal,Blue,Green,Red,NIR,SWIR1,SWIR2,Longitude,Latitude,x,y,AOI,Target,Prediction
11201.0,10150.0,9563.0,8109.0,21933.0,13459.0,8495.0,-75.29098926972179,1.0062733644358495,6076.0,10946.0,caqueta_20160311,coca,coca
11498.0,10391.0,9616.0,8417.0,19563.0,13686.0,8931.0,-75.05155435631025,1.4036420921684898,7852.0,8018.0,caqueta_20160311,coca,coca
11317.0,10327.0,9991.0,8641.0,22457.0,17364.0,10535.0,-75.06772771956315,1.1086104150617657,7732.0,10192.0,caqueta_20160311,coca,coca
11562.0,10483.0,9433.0,8228.0,16959.0,10329.0,7234.0,-75.03239817077207,0.4396992881835103,10274.0,4481.0,putumayo_20160311,coca,coca
11536.0,10338.0,9820.0,8521.0,20615.0,12535.0,7805.0,-75.2834037648662,1.8240455149368706,6133.0,4920.0,caqueta_20160311,coca,coca
9590.0,8522.0,7887.0,6623.0,19178.0,11265.0,7267.0,-72.22435801051209,1.3953436034879212,5787.0,8087.0,guaviare_20160820,coca,coca
9904.0,8855.0,8106.0,6937.0,18945.0,12301.0,7690.0,-72.10492818203872,2.294468476072826,6663.0,1452.0,guaviare_20160820,coca,coca
11299.0,10265.0,9620.0,8667.0,19880.0,15000.0,9752.0,-75.2633709358224,1.2288364249336425,6281.0,9306.0,caqueta_20160311,coca,coca
9982.0,8985.0,8132.0,7055.0,16413.0,9917.0,6809.0,-72.17884133488414,1.3912227720991304,6225.0,8117.0,guaviare_20160125,coca,coca
11971.0,10850.0,9760.0,8607.0,18194.0,11146.0,7653.0,-75.30079425364524,0.44973563192862925,8283.0,4407.0,putumayo_20160311,coca,coca
11283.0,10172.0,9503.0,8295.0,21821.0,11416.0,7585.0,-75.27738163844312,1.1099551948232813,6177.0,10182.0,caqueta_20160311,coca,coca
9491.0,8395.0,7641.0,6564.0,18350.0,10286.0,6793.0,-71.97279342240438,1.0394303276211292,7658.0,10711.0,guaviare_20160820,coca,coca
11174.0,10055.0,9434.0,8094.0,20104.0,13310.0,8618.0,-75.88122352478875,1.0706208593250452,1698.0,10471.0,caqueta_20160311,coca,coca
11147.0,10143.0,9237.0,8173.0,18900.0,11352.0,7802.0,-72.04306936317799,2.3026082431121524,7222.0,1391.0,guaviare_20160125,coca,coca
9757.0,8723.0,7888.0,6858.0,18905.0,11524.0,7438.0,-71.99449539991821,1.5820783162028482,7492.0,6707.0,guaviare_20160820,coca,coca
11309.0,10182.0,9038.0,7981.0,15105.0,10447.0,7606.0,-75.27990186255671,1.853901534824796,6159.0,4700.0,caqueta_20160311,coca,coca
9856.0,8731.0,7950.0,6669.0,20038.0,11324.0,7165.0,-72.50471598622399,1.9866495989095165,3700.0,3728.0,guaviare_20160820,coca,coca
9464.0,8397.0,7583.0,6576.0,16755.0,10254.0,6826.0,-71.9579915742328,1.1643625120278487,7767.0,9789.0,guaviare_20160820,coca,coca
